Year,District,week_index,Avg_rainfall,Avg_Temperature,Avg_Humidity,Population,Elevation_m,River_Status,Area_sq_km,Sanitation_Index,Malaria_cases,AD_cases,Typhoid_cases
2025,Sujawal,21,0,31.6215,66.9192,945380,,,,,1269,2349,0
2025,Sukkur,21,0,38.2845,30.3926,1798882,65,2,5165,0.75,1959,1846,13
2025,Tando Allahyar,21,0,34.0509,54.9024,1011871,18,0,2343,0.2,1916,2038,19
2025,Tando Muhammad Khan,21,0,33.0329,60.1276,818443,14,2,1733,0.2,757,1273,0
2025,Tharparkar,21,0,34.5177,52.0966,1994728,56,0,19638,0.35,2469,1989,36
2025,Thatta,21,0,31.3301,68.0599,1184747,10,2,17355,0.35,1298,1564,2
2025,Umerkot,21,0,35.733,44.9794,1297177,12,0,5608,0.35,1453,1672,23
2025,Barkhan,21,0,33.87,22.0606,206726,1100,0,3514,0.2,65,99,37
2025,Chagai,21,0,35.1423,8.1215,273217,919,0,44748,0.2,2,40,0
2025,Dera Bugti,21,0,35.9472,25.5621,378394,250,0,10160,0.2,75,108,0
2025,Gwadar,21,0,28.7107,89.3919,317947,12,0,12637,0.35,74,248,18
2025,Hub,21,0,30.8266,68.9177,461810,,,,,99,267,5
2025,Jaffarabad,21,,,,621388,55,1,1643,0.2,759,699,5
2025,Jhal Magsi,21,,,,180130,60,0,3615,0.2,284,233,54
2025,Kachhi (Bolan),21,0,35.1224,13.3985,417079,,,,,209,171,21
2025,Kalat,21,0,25.7744,11.6168,498077,2000,0,7654,0.2,35,39,22
2025,Kech (Turbat),21,,,,1098914,,,,,195,318,16
2025,Kharan,21,0,35.1253,9.1084,188592,700,0,14958,0.2,64,244,1
2025,Khuzdar,21,0,31.9711,20.201,969559,1237,0,35380,0.2,199,263,99
2025,Killa Abdullah,21,0,31.0701,7.7073,915157,1500,0,3553,0.2,16,143,16
2025,Killa Saifullah,21,0,29.7936,12.8185,413453,1500,0,6831,0.2,219,168,32
2025,Kohlu,21,0,32.2041,23.4095,258710,1000,0,7610,0.2,79,60,18
2025,Lasbella,21,0.2429,29.0573,78.4178,697550,,,,,410,493,29
2025,Loralai,21,0,30.3011,16.0561,479944,1400,0,3785,0.2,49,277,14
2025,Mastung,21,0,27.7994,9.82,321574,1700,0,3308,0.2,109,279,29
2025,MusaKhel,21,0,29.8299,24.6132,201891,,,,,143,90,14
2025,Naseerabad,21,0,39.4004,26.314,592374,,,,,264,309,74
2025,Panjgur,21,0,32.7751,22.2486,382021,900,0,16891,0.2,89,122,0
2025,Pishin,21,0,28.1426,11.4595,889769,1550,0,6218,0.2,58,595,18
2025,Quetta,21,0,28.0757,11.0337,2751515,1680,0,3447,0.75,34,863,43
2025,Sibi,21,0,38.0301,16.5036,163205,130,0,7121,0.2,305,144,74
2025,Sohbat pur,21,0,39.0696,27.19,241785,,,,,403,319,27
2025,Usta Muhammad,21,0,39.227,25.9422,314321,,,,,195,999,17
2025,Washuk,21,0,29.2426,17.1608,212771,700,0,33093,0.2,126,219,42
2025,Zhob,21,0,29.7244,24.8552,374767,1400,0,20297,0.2,54,228,7
2025,Abbottabad,21,0.8143,26.3959,42.1644,1611498,1256,0,1967,0.75,0,1190,68
2025,Bajaur,21,0.0714,26.0396,32.4949,1321356,900,0,1290,0.2,244,991,6
2025,Bannu,21,0.6143,33.7493,31.1445,1410816,312,1,1227,0.2,1695,1207,99
2025,Battagram,21,1.0143,25.1293,48.963,575449,1036,0,1301,0.2,45,254,3
2025,Buner,21,0.2,28.2497,42.9614,1084406,700,0,1865,0.35,370,435,3
2025,Charsadda,21,0,32.1046,37.8531,1953624,300,2,996,0.2,410,4500,164
2025,Chitral Lower,21,0,22.0038,37.4827,336081,1500,1,6458,0.35,25,785,11
2025,Chitral Upper,21,0,22.0038,37.4827,204308,2500,1,8392,0.2,3,150,24
2025,D.I. Khan,21,1.5857,33.4505,43.1555,2050338,,,,,194,2507,2
2025,Dir Lower,21,0.2286,32.8592,37.7014,1734809,800,1,1583,0.35,204,2104,37
2025,Dir Upper,21,0,22.414,43.3628,1143644,1200,1,3699,0.35,21,1470,12
2025,Hangu,21,0.1143,30.7446,28.7384,627433,900,0,1097,0.2,105,350,1
2025,Haripur,21,0.9857,30.1542,39.969,1212553,605,2,1725,0.65,0,1636,14
2025,Karak,21,0.0714,32.9452,30.1957,853502,500,0,3372,0.2,115,501,5
2025,Khyber,21,0.0857,31.4948,26.3685,1193210,1000,0,2576,0.2,145,880,95
2025,Kohat,21,0.1714,33.0456,29.7968,1200463,500,0,2545,0.65,45,1242,26
2025,Kohistan Lower,21,0.3143,3.3457,54.6498,244203,1500,2,1200,0.2,0,131,0
2025,Kohistan Upper,21,0.3143,3.3457,54.6498,369931,2500,2,4000,0.2,14,471,1
2025,Kolai Palas,21,0.3143,3.3457,54.6498,331246,,,,,0,72,1
2025,L & C Kurram,21,0.0429,19.9193,35.1912,604463,,,,,0,6,0
2025,Lakki Marwat,21,0.4429,32.4849,40.3789,1059019,250,1,3164,0.2,208,1058,37
2025,Malakand,21,0.2,30.84,32.8042,870427,700,1,952,0.2,19,1330,0
2025,Mansehra,21,0.7143,25.5597,45.4921,1881089,1000,0,4579,0.2,4,1598,27
2025,Mardan,21,0.0571,30.7951,42.5115,2868781,300,0,1632,0.65,123,1547,18
2025,Mohmand,21,0.2,30.84,32.8042,563359,600,0,2296,0.2,188,307,9
2025,North Waziristan,21,0.1571,16.155,38.335,656447,1000,1,4707,0.2,24,104,2
2025,Nowshera,21,0.2286,32.9177,37.7163,1835149,280,2,1748,0.65,49,3700,32
2025,Orakzai,21,0.0286,29.6561,28.6441,307067,1200,0,1538,0.2,17,148,3
2025,Peshawar,21,0,34.4662,28.6406,5160904,330,0,1257,0.75,49,7260,184
2025,SD Tank,21,0.0429,34.08,32.4403,604463,,,,,20,35,0
2025,Shangla,21,0.2,20.6152,43.5992,915157,2000,2,1586,0.35,250,723,32
2025,South Waziristan (Lower),21,0,30.348,30.0899,820861,,,,,59,8,18
2025,SWU,21,0,30.348,30.0899,604463,,,,,6,35,0
2025,Swabi,21,0.6429,29.6101,49.607,1963296,340,2,1543,0.65,73,2313,55
2025,Swat,21,0.2143,26.3968,45.3623,2791410,980,1,5337,0.35,24,3864,37
2025,Tank,21,0.0429,34.08,32.4403,472690,250,0,1679,0.2,78,612,9
2025,Tor Ghar,21,0.4,30.3344,42.7292,206726,,,,,46,95,7
2025,Upper Kurram,21,0.0429,19.9193,35.1912,748325,,,,,18,248,9
2025,Badin,22,0,34.26,57.1055,2182111,9,1,6726,0.35,3599,3327,38
2025,Dadu,22,0,38.3882,20.9795,1873835,40,2,19070,0.35,3150,3231,129
2025,Ghotki,22,0,36.8677,25.5461,1989892,72,1,6083,0.35,1443,1140,0
2025,Hyderabad,22,0,35.344,48.5727,2659637,20,2,993,0.75,656,2395,9
2025,Jacobabad,22,0.0429,37.6185,19.3154,1216179,55,0,2686,0.35,679,642,11
2025,Jamshoro,22,0,35.4084,48.0821,1200463,33,2,11204,0.35,1686,1569,17
2025,Kamber,22,0,38.5113,15.7614,1621170,50,0,5599,0.2,3029,2044,18
2025,Central,22,0,32.5767,63.1848,3591719,10,0,69,0.95,8,1036,81
2025,East,22,0,31.8486,69.0815,3514347,10,0,165,0.95,40,228,15
2025,Keamari,22,0,31.5966,69.938,2215961,2,0,559,0.2,5,577,2
2025,Korangi,22,0,31.8008,69.14,2970331,8,0,95,0.2,58,282,2
2025,Malir,22,0,32.7637,63.2256,2428732,20,0,2268,0.75,181,1598,31
2025,South,22,0,32.3613,61.9266,2166395,4,0,122,0.95,113,5559,227
2025,West,22,0.0286,32.3278,64.9378,4732945,15,0,929,0.75,295,809,26
2025,Kashmore,22,0.0143,36.6908,26.047,1316520,60,2,2592,0.35,1687,558,1
2025,Khairpur,22,0,38.1409,22.0048,2908676,53,2,15910,0.5,6029,3062,211
2025,Larkana,22,0,38.783,17.2019,1842403,48,2,1906,0.5,4003,2044,11
2025,Matiari,22,0,36.471,42.6707,930873,25,2,1417,0.2,2108,1808,2
2025,Mirpurkhas,22,0,36.5884,43.1462,1820642,16,0,2925,0.5,1789,2450,19
2025,Naushero Feroze,22,0,37.8432,23.9826,1948788,38,2,2945,0.2,1698,1096,46
2025,Sanghar,22,0,35.5212,46.6246,2486760,16,1,10608,0.2,3417,1844,55
2025,Shaheed Benazirabad,22,0,38.0433,27.7407,1949997,30,2,4502,0.5,1635,1657,66
2025,Shikarpur,22,0,38.1352,18.5998,1488188,52,1,2512,0.35,2095,1190,2
2025,Sujawal,22,0.0143,32.8337,64.0091,945380,,,,,1007,2388,3
2025,Sukkur,22,0,37.8134,22.3834,1798882,65,2,5165,0.75,1559,1479,3
2025,Tando Allahyar,22,0.0143,36.1146,45.4272,1011871,18,0,2343,0.2,1612,1993,8
2025,Tando Muhammad Khan,22,0,34.8359,53.435,818443,14,2,1733,0.2,891,1228,0
2025,Tharparkar,22,0,34.3058,56.3263,1994728,56,0,19638,0.35,2201,1554,20
2025,Thatta,22,0,32.8206,63.8391,1184747,10,2,17355,0.35,1530,1636,16
2025,Umerkot,22,0,36.3586,44.2714,1297177,12,0,5608,0.35,1245,1455,18
2025,Barkhan,22,0.1857,30.814,23.7287,206726,1100,0,3514,0.2,75,121,48
2025,Chagai,22,0,31.9783,11.6671,273217,919,0,44748,0.2,42,150,16
2025,Dera Bugti,22,0.0571,33.8312,24.6795,378394,250,0,10160,0.2,62,54,3
2025,Gwada r,22,,,,317947,,,,,113,546,65
2025,Hub,22,0,32.6701,61.7592,461810,,,,,106,172,4
2025,Jhal Magsi,22,,,,180130,60,0,3615,0.2,152,176,21
2025,Kalat,22,0.0143,22.236,17.2172,498077,2000,0,7654,0.2,71,84,24
2025,Kharan,22,0,33.2461,11.7584,188592,700,0,14958,0.2,41,182,11
2025,Killa Abdullah,22,0,27.6478,11.0487,915157,1500,0,3553,0.2,15,151,10
2025,Killa Saifullah,22,0.0143,26.804,15.9129,413453,1500,0,6831,0.2,172,227,18
2025,Kohlu,22,0.1,29.2773,26.4083,258710,1000,0,7610,0.2,103,160,14
2025,Lasbella,22,0.0143,31.1803,64.0465,697550,,,,,318,430,9
2025,Loralai,22,0.0714,27.7707,19.1173,479944,1400,0,3785,0.2,50,224,14
2025,MusaKhel,22,0.0286,27.4766,24.4346,201891,,,,,75,30,8
2025,Naseerabad,22,0,38.2197,17.1974,592374,,,,,246,325,31
2025,Pishin,22,0,25.384,14.7366,889769,1550,0,6218,0.2,66,618,39
2025,Quetta,22,0,24.8069,16.5308,2751515,1680,0,3447,0.75,26,445,12
2025,Sibi,22,0,36.6054,14.9263,163205,130,0,7121,0.2,7,136,7
2025,Sohbat pur,22,0,37.7297,18.8745,241785,,,,,273,246,30
2025,Usta Muhammad,22,0,37.785,17.1873,314321,,,,,52,154,0
2025,Washuk,22,0,26.5774,17.01,212771,700,0,33093,0.2,125,174,18
2025,Zhob,22,0,27.3557,26.2914,374767,1400,0,20297,0.2,67,240,5
2025,Abbottabad,22,4.7286,22.1703,58.971,1611498,1256,0,1967,0.75,0,1294,45
2025,Bajaur,22,1.4,22.4033,45.1565,1321356,900,0,1290,0.2,209,633,55
2025,Bannu,22,0,31.3642,35.6626,1410816,312,1,1227,0.2,1232,548,7
2025,Battagra m,22,,,,575449,,,,,36,307,8
2025,Buner,22,0.9286,24.463,57.9342,1084406,700,0,1865,0.35,157,352,13
2025,Charsadda,22,0.5714,28.4296,51.6882,1953624,300,2,996,0.2,298,3093,40
2025,Chitral Lower,22,3.8,19.0654,54.7131,336081,1500,1,6458,0.35,25,773,13
2025,Chitral Upper,22,3.8,19.0654,54.7131,204308,2500,1,8392,0.2,5,279,1
2025,D.I. Khan,22,0,31.9942,42.8396,2050338,,,,,214,1774,45
2025,Dir Lower,22,1.0714,28.8822,51.7491,1734809,800,1,1583,0.35,151,1701,43
2025,Dir Upper,22,3.2857,19.192,58.7124,1143644,1200,1,3699,0.35,17,1436,30
2025,Hangu,22,0.3143,27.6095,38.7036,627433,900,0,1097,0.2,68,198,7
2025,Haripur,22,2.8857,26.6223,52.8101,1212553,605,2,1725,0.65,16,1363,3
2025,Karak,22,0.3571,29.7795,38.7291,853502,500,0,3372,0.2,148,639,46
2025,Khyber,22,0.7286,27.2439,41.2385,1193210,1000,0,2576,0.2,210,840,34
2025,Kohat,22,0.2857,29.5147,40.0219,1200463,500,0,2545,0.65,59,828,15
2025,Kohistan Lower,22,0.5429,1.432,79.4559,244203,1500,2,1200,0.2,0,86,0
2025,Kohistan Upper,22,0.5429,1.432,79.4559,369931,2500,2,4000,0.2,1,327,0
2025,Kolai Palas,22,0.5429,1.432,79.4559,331246,,,,,2,95,0
2025,L & C Kurram,22,3.8857,16.7166,48.6484,604463,,,,,1,3,0
2025,Lakki Marwat,22,0.0429,30.8686,41.3349,1059019,250,1,3164,0.2,246,862,72
2025,Malakand,22,0.7429,27.0236,44.1213,870427,700,1,952,0.2,27,1689,0
2025,Mansehra,22,6.1857,22.0118,59.9937,1881089,1000,0,4579,0.2,4,989,0
2025,Mardan,22,1.7286,27.5785,54.8737,2868781,300,0,1632,0.65,113,1007,72
2025,Mohmand,22,0.7429,27.0236,44.1213,563359,600,0,2296,0.2,162,251,18
2025,North Waziristan,22,7.3571,12.6979,55.3458,656447,1000,1,4707,0.2,83,36,1
2025,Nowshera,22,1.0714,28.9407,51.7632,1835149,280,2,1748,0.65,135,2939,18
2025,Orakzai,22,0.8857,26.2751,39.698,307067,1200,0,1538,0.2,32,112,0
2025,Peshawar,22,1.5429,30.3031,42.1239,5160904,330,0,1257,0.75,36,4719,6
2025,SD Tank,22,0,32.3589,35.5621,604463,,,,,28,36,1
2025,Shangla,22,5.9714,15.9408,63.3904,915157,2000,2,1586,0.35,235,1327,64
2025,South Waziristan (Lower),22,0.1429,28.1274,34.5971,820861,,,,,104,111,5
2025,SWU,22,0.1429,28.1274,34.5971,604463,,,,,6,27,0
2025,Swabi,22,2.4571,26.9479,58.0878,1963296,340,2,1543,0.65,51,1771,172
2025,Swat,22,3.3429,22.9748,57.7795,2791410,980,1,5337,0.35,19,3705,78
2025,Tank,22,0,32.3589,35.5621,472690,250,0,1679,0.2,127,529,0
2025,Tor Ghar,22,1.8286,27.1118,52.7963,206726,,,,,30,115,15
2025,Upper Kurram,22,3.8857,16.7166,48.6484,748325,,,,,14,228,8
2025,Badin,23,0,32.6404,58.4598,2182111,9,1,6726,0.35,2411,1879,126
2025,Dadu,23,0,36.4414,35.8459,1873835,40,2,19070,0.35,2467,2395,372
2025,Ghotki,23,0,36.8528,31.1696,1989892,72,1,6083,0.35,1770,878,174
2025,Hyderabad,23,0.0143,32.4116,58.4979,2659637,20,2,993,0.75,457,1891,51
2025,Jacobabad,23,0,37.5241,26.4059,1216179,55,0,2686,0.35,392,546,156
2025,Jamshoro,23,0,32.3935,59.0032,1200463,33,2,11204,0.35,1428,1616,70
2025,Kamber,23,0,38.0729,26.6384,1621170,50,0,5599,0.2,2539,1629,186
2025,Central,23,0.0857,30.5996,68.5998,3591719,10,0,69,0.95,15,1043,0
2025,East,23,0.0286,30.2268,71.8232,3514347,10,0,165,0.95,32,195,12
2025,Keamari,23,0.0143,30.1903,72.4331,2215961,2,0,559,0.2,4,374,0
2025,Korangi,23,0.0286,30.2767,71.8033,2970331,8,0,95,0.2,56,238,0
2025,Malir,23,0,30.6604,68.9711,2428732,20,0,2268,0.75,169,1239,44
2025,South,23,0.0286,30.0667,70.2824,2166395,4,0,122,0.95,80,5141,279
2025,West,23,0.0571,30.5358,69.7213,4732945,15,0,929,0.75,257,602,80
2025,Kashmore,23,0,36.6941,30.6997,1316520,60,2,2592,0.35,1611,433,30
2025,Khairpur,23,0,37.1004,32.6594,2908676,53,2,15910,0.5,3489,2882,233
2025,Larkana,23,0,37.7994,28.9103,1842403,48,2,1906,0.5,2972,1616,30
2025,Matiari,23,0,33.2026,54.604,930873,25,2,1417,0.2,1278,1188,46
2025,Mirpurkhas,23,0,33.8024,51.8525,1820642,16,0,2925,0.5,1602,2241,101
2025,Naushero Feroze,23,0,36.2644,37.5249,1948788,38,2,2945,0.2,1322,984,146
2025,Sanghar,23,0,33.862,50.5972,2486760,16,1,10608,0.2,2295,1333,81
2025,Shaheed Benazirabad,23,0,35.2034,44.4641,1949997,30,2,4502,0.5,1617,1462,131
2025,Shikarpur,23,0,37.6706,28.6907,1488188,52,1,2512,0.35,1582,852,117
2025,Sindh Labs,23,,,,0,,,,,9,209,6
2025,Sujawal,23,0,31.4503,64.2666,945380,,,,,715,905,27
2025,Sukkur,23,0,36.9235,32.6247,1798882,65,2,5165,0.75,1249,1198,70
2025,Tando Allahyar,23,0,33.2637,54.1314,1011871,18,0,2343,0.2,1205,1300,55
2025,Tando Muhammad Khan,23,0,32.5285,58.3141,818443,14,2,1733,0.2,584,913,19
2025,Tharparkar,23,0,32.5677,57.0453,1994728,56,0,19638,0.35,1446,927,0
2025,Thatta,23,0,31.2399,65.4206,1184747,10,2,17355,0.35,247,337,18
2025,Umerkot,23,0,34.1619,49.4684,1297177,12,0,5608,0.35,1087,1148,0
2025,Barkhan,23,0,31.7188,25.4831,206726,1100,0,3514,0.2,36,76,25
2025,Chaman,23,,,,0,1340,0,1341,0.2,0,0,2
2025,Hub,23,0,30.4648,68.5055,461810,,,,,52,126,5
2025,Jaffarabad,23,,,,621388,55,1,1643,0.2,0,0,0
2025,Jhal Magsi,23,,,,180130,60,0,3615,0.2,30,44,1
2025,Kachhi (Bolan),23,0,32.9215,17.8785,417079,,,,,79,100,9
2025,Kalat,23,0,23.5812,16.5546,498077,2000,0,7654,0.2,0,0,0
2025,Kharan,23,0,32.747,14.8673,188592,700,0,14958,0.2,29,155,9
2025,Khuzdar,23,0,29.555,21.8589,969559,1237,0,35380,0.2,14,12,0
2025,Killa Abdullah,23,0,28.8957,10.1308,915157,1500,0,3553,0.2,0,28,1
2025,Kohlu,23,0,30.038,27.8999,258710,1000,0,7610,0.2,6,13,0
2025,Lasbella,23,0.2143,29.2731,72.9807,697550,,,,,195,336,15
2025,Loralai,23,0.0143,27.9079,21.7126,479944,1400,0,3785,0.2,18,110,5
2025,Sibi,23,0,36.6051,19.6836,163205,130,0,7121,0.2,11,167,4
2025,Sohbat pur,23,0,37.7092,27.0636,241785,,,,,146,237,9
2025,Surab,23,0,24.4008,16.8428,0,,,,,4,18,0
2025,Usta Muhammad,23,0,37.8612,22.7383,314321,,,,,169,1207,7
2025,Washuk,23,0,26.4598,22.4788,212771,700,0,33093,0.2,92,84,1
2025,Abbottabad,23,1.3857,22.8994,53.5204,1611498,1256,0,1967,0.75,0,979,16
2025,Bajaur,23,0,24.0557,37.5505,1321356,900,0,1290,0.2,148,535,5
2025,Bannu,23,0,32.6032,28.5825,1410816,312,1,1227,0.2,1156,716,10
2025,Battagram,23,0.0714,22.557,57.3198,575449,1036,0,1301,0.2,36,257,8
2025,Buner,23,0.4714,25.1482,53.7285,1084406,700,0,1865,0.35,235,167,0
2025,Charsadda,23,0,29.2463,47.8024,1953624,300,2,996,0.2,217,2046,220
2025,Chitral Lower,23,0.3286,20.3163,46.7116,336081,1500,1,6458,0.35,19,822,4
2025,Chitral Upper,23,0.3286,20.3163,46.7116,204308,2500,1,8392,0.2,7,147,6
2025,D.I. Khan,23,0,32.8782,37.6093,2050338,,,,,184,1387,8
2025,Dir Lower,23,0,30.2747,43.1781,1734809,800,1,1583,0.35,86,1021,9
2025,Dir Upper,23,0,20.4119,49.1605,1143644,1200,1,3699,0.35,12,1152,20
2025,Hangu,23,0.0143,29.0294,31.2206,627433,900,0,1097,0.2,45,115,0
2025,Haripur,23,0.0143,27.2565,48.9533,1212553,605,2,1725,0.65,21,1105,3
2025,Karak,23,0,31.2262,29.9036,853502,500,0,3372,0.2,101,632,13
2025,Khyber,23,0.0286,28.6689,34.5971,1193210,1000,0,2576,0.2,131,466,29
2025,Kohat,23,0,30.7778,33.1318,1200463,500,0,2545,0.65,58,630,3
2025,Kohistan Lower,23,0.6571,1.8573,69.1838,244203,1500,2,1200,0.2,1,108,0
2025,Kohistan Upper,23,0.6571,1.8573,69.1838,369931,2500,2,4000,0.2,4,90,1
2025,Kolai Palas,23,0.6571,1.8573,69.1838,331246,,,,,1,91,2
2025,L & C Kurram,23,0.3286,17.8214,42.9109,604463,,,,,0,3,0
2025,Lakki Marwat,23,0,31.6346,36.2134,1059019,250,1,3164,0.2,222,699,0
2025,Malakand,23,0,27.9602,39.4597,870427,700,1,952,0.2,17,1005,0
2025,Mansehra,23,0.9429,22.968,54.2891,1881089,1000,0,4579,0.2,1,234,0
2025,Mardan,23,0,28.043,52.7695,2868781,300,0,1632,0.65,38,711,41
2025,Mohmand,23,0,27.9602,39.4597,563359,600,0,2296,0.2,149,249,0
2025,North Waziristan,23,0.8143,13.4958,50.6866,656447,1000,1,4707,0.2,46,54,5
2025,Nowshera,23,0,30.3332,43.1931,1835149,280,2,1748,0.65,102,2298,0
2025,Orakzai,23,0.0286,27.6465,32.305,307067,1200,0,1538,0.2,15,94,0
2025,Peshawar,23,0,31.7999,34.8977,5160904,330,0,1257,0.75,26,3341,36
2025,SD Tank,23,0,33.0086,31.2809,604463,,,,,21,34,0
2025,Shangla,23,0.6286,17.5053,55.4782,915157,2000,2,1586,0.35,263,1196,3
2025,South Waziristan (Lower),23,0,28.6084,30.8582,820861,,,,,130,24,3
2025,SWU,23,0,28.6084,30.8582,604463,,,,,8,28,0
2025,Swabi,23,0,27.1217,54.6229,1963296,340,2,1543,0.65,39,1271,17
2025,Swat,23,0.1286,24.2968,52.6514,2791410,980,1,5337,0.35,29,2416,97
2025,Tank,23,0,33.0086,31.2809,472690,250,0,1679,0.2,112,419,5
2025,Tor Ghar,23,0.0714,27.721,50.0032,206726,,,,,32,132,2
2025,Upper Kurram,23,0.3286,17.8214,42.9109,748325,,,,,13,175,5
2025,Badin,24,0.0714,33.0904,59.3816,2182111,9,1,6726,0.35,3173,3314,208
2025,Dadu,24,0.0143,37.7134,36.7261,1873835,40,2,19070,0.35,2778,2808,387
2025,Ghotki,24,0.0429,37.9457,30.3118,1989892,72,1,6083,0.35,2828,1427,211
2025,Hyderabad,24,0.5286,33.2095,59.1673,2659637,20,2,993,0.75,861,2353,52
2025,Jacobabad,24,0,38.9015,24.5588,1216179,55,0,2686,0.35,499,697,161
2025,Jamshoro,24,0.1714,33.2921,58.8935,1200463,33,2,11204,0.35,1450,1701,95
2025,Kamber,24,0,38.9571,29.1802,1621170,50,0,5599,0.2,3087,2047,181
2025,Central,24,0.0143,30.9615,70.285,3591719,10,0,69,0.95,21,1070,3
2025,East,24,0.1,30.553,73.7986,3514347,10,0,165,0.95,46,222,14
2025,Keamari,24,0,30.379,75.2982,2215961,2,0,559,0.2,8,549,0
2025,Korangi,24,0.0286,30.5162,74.2492,2970331,8,0,95,0.2,59,326,0
2025,Malir,24,0,31.116,70.017,2428732,20,0,2268,0.75,190,1556,56
2025,South,24,0.3286,30.6351,71.6352,2166395,4,0,122,0.95,134,5810,246
2025,West,24,0,30.8037,72.4493,4732945,15,0,929,0.75,278,730,85
2025,Kashmore,24,0.0714,37.9828,29.472,1316520,60,2,2592,0.35,1910,515,94
2025,Khairpur,24,0.0714,38.1328,32.64,2908676,53,2,15910,0.5,4312,3091,227
2025,Larkana,24,0.1857,38.8312,30.2079,1842403,48,2,1906,0.5,3761,1898,43
2025,Matiari,24,0.2286,34.257,53.9978,930873,25,2,1417,0.2,2159,1671,51
2025,Mirpurkhas,24,0.2,34.5116,52.6566,1820642,16,0,2925,0.5,2360,2986,90
2025,Naushero Feroze,24,0,37.3828,37.2565,1948788,38,2,2945,0.2,1270,1127,188
2025,Sanghar,24,0,33.951,55.2014,2486760,16,1,10608,0.2,3814,1919,175
2025,Shaheed Benazirabad,24,0.0286,36.3454,42.7546,1949997,30,2,4502,0.5,1784,1844,121
2025,Shikarpur,24,0.0143,38.9141,27.5178,1488188,52,1,2512,0.35,1535,1211,116
2025,Sindh Labs,24,,,,0,,,,,21,203,3
2025,Sujawal,24,0,31.953,66.0131,945380,,,,,1111,2548,21
2025,Sukkur,24,0.2857,37.9934,32.3361,1798882,65,2,5165,0.75,1468,1347,124
2025,Tando Allahyar,24,0.4143,34.0078,55.1099,1011871,18,0,2343,0.2,1528,1586,55
2025,Tando Muhammad Khan,24,0.1714,33.1999,59.3457,818443,14,2,1733,0.2,950,1228,8
2025,Tharparkar,24,0.0143,33.2278,58.0664,1994728,56,0,19638,0.35,2389,1749,0
2025,Thatta,24,0.0857,31.8215,66.3763,1184747,10,2,17355,0.35,1160,1659,100
2025,Umerkot,24,0.5857,34.8542,49.7355,1297177,12,0,5608,0.35,1366,1736,0
2025,Barkhan,24,0,34.0452,15.5845,206726,1100,0,3514,0.2,50,100,28
2025,Chagai,24,0,33.8083,12.6447,273217,919,0,44748,0.2,37,105,2
2025,Dera Bugti,24,0,36.2966,20.8148,378394,250,0,10160,0.2,16,38,4
2025,Gwadar,24,0,29.5357,80.5902,317947,12,0,12637,0.35,98,430,19
2025,Hub,24,0,31.0046,69.3833,461810,,,,,32,109,2
2025,Jhal Magsi,24,,,,180130,60,0,3615,0.2,161,143,1
2025,Kachhi (Bolan),24,0,35.0542,12.1023,417079,,,,,57,110,10
2025,Kalat,24,0,24.2681,19.4283,498077,2000,0,7654,0.2,66,57,11
2025,Kharan,24,0,35.1223,11.7656,188592,700,0,14958,0.2,50,179,6
2025,Killa Abdullah,24,0,29.4403,13.0462,915157,1500,0,3553,0.2,18,149,5
2025,Killa Saifullah,24,0,29.01,15.144,413453,1500,0,6831,0.2,202,221,16
2025,Kohlu,24,0,32.6675,17.2835,258710,1000,0,7610,0.2,29,39,8
2025,Lasbella,24,0.0857,30.0148,73.6002,697550,,,,,215,424,15
2025,Loralai,24,0,30.4139,14.5833,479944,1400,0,3785,0.2,49,235,21
2025,Mastung,24,0,26.5322,17.8108,321574,1700,0,3308,0.2,81,129,6
2025,MusaKhel,24,0,30.4549,18.1382,201891,,,,,76,31,2
2025,Naseerabad,24,0,39.1373,26.0098,592374,,,,,145,294,40
2025,Pishin,24,0,27.2605,15.7285,889769,1550,0,6218,0.2,57,595,37
2025,Quetta,24,0,26.8739,17.1737,2751515,1680,0,3447,0.75,12,81,6
2025,Sibi,24,0,38.1292,14.781,163205,130,0,7121,0.2,8,18,0
2025,Sohbat pur,24,0,38.9523,26.0685,241785,,,,,152,245,20
2025,Surab,24,0,25.8607,17.7568,0,,,,,4,20,0
2025,Usta Muhammad,24,0.2571,38.9445,24.2606,314321,,,,,250,398,7
2025,Zhob,24,0,30.1613,18.6339,374767,1400,0,20297,0.2,51,217,13
2025,Abbottabad,24,0.0286,29.2372,31.7676,1611498,1256,0,1967,0.75,1,1305,8
2025,Bajaur,24,0.0143,28.6699,26.3493,1321356,900,0,1290,0.2,210,674,11
2025,Bannu,24,0,36.8517,19.1324,1410816,312,1,1227,0.2,1156,789,20
2025,Battagram,24,0.0429,26.9204,42.9411,575449,1036,0,1301,0.2,32,357,8
2025,Buner,24,0,30.0127,40.3518,1084406,700,0,1865,0.35,232,400,0
2025,Charsadda,24,0,33.5832,35.2684,1953624,300,2,996,0.2,262,2138,224
2025,Chitral Lower,24,1.4857,22.4896,49.4155,336081,1500,1,6458,0.35,17,1204,12
2025,Chitral Upper,24,1.4857,22.4896,49.4155,204308,2500,1,8392,0.2,2,228,8
2025,D.I. Khan,24,0,36.8014,26.9258,2050338,,,,,256,1537,0
2025,Dir Lower,24,0,34.8953,30.5395,1734809,800,1,1583,0.35,129,1592,10
2025,Dir Upper,24,0.5,24.1259,43.1721,1143644,1200,1,3699,0.35,25,2014,36
